15000	877282
15500	876570
16000	875256
16500	874661
17000	872218
17500	872186
18000	871263
18500	870987
19000	870330
19500	870126
20000	867781
20500	867495
21000	867325
21500	866809
22000	866590
22500	866325
23000	865983
23500	863610
24000	863291
24500	862316
25000	862000
25500	861935
26000	861663
26500	859719
