15000	1590242
15500	1590093
16000	1585135
16500	1584006
17000	1583366
17500	1583266
18000	1583038
18500	1582861
19000	1582365
19500	1581862
20000	1580064
20500	1579534
21000	1577672
21500	1576518
22000	1576510
22500	1576206
23000	1575355
23500	1574204
24000	1573859
24500	1572873
25000	1572397
25500	1572351
26000	1570172
26500	1568817
